0,0,0,,0,,0.1
23.08737846,1.493340234,2.594223368,,2.308737846,,
26.46596387,-0.215658775,1.046326569,,4.724460449,,
49.06696553,-1.329052259,1.010624153,,9.158710957,,
4.179564704,-0.457905926,-0.258610354,,8.660796332,,
-10.82942855,1.18645358,0.670070342,,6.711773844,,
2.924852638,-0.320441828,-0.180975109,,6.333081724,,
7.948042464,-0.870773873,1.512632364,,6.494577798,,
-14.56553121,1.595774567,0.901241506,,4.388566897,,
18.34505448,2.008540863,0.874097436,,5.784215656,,
11.72304573,-1.284356743,-0.72536286,,6.378098663,,
7.319510134,-0.801912951,-0.452894319,,6.47223981,,
-9.333184776,1.022527684,2.573962982,,4.891697351,,
24.98719093,-0.725303453,-1.546081172,,6.901246709,,
43.69303673,-0.745234808,-2.703504433,,10.58042571,,
16.13548634,0.240404827,-0.9983824,,11.13593177,,
19.08207401,-0.081063663,-1.180702362,,11.930546,,
73.41314207,0.09503186,3.595615093,,18.0788056,,
11.72304573,-1.284356743,-0.72536286,,17.44322962,,
23.50941648,1.447490509,-1.454643953,,18.0498483,,
-48.27084952,-0.647245928,16.83676327,,11.41777852,,
-9.809374199,-2.917809293,2.603208267,,9.295063249,,
13.61299972,0.515604501,-0.842303668,,9.726856896,,
69.78931904,0.485387978,3.813175254,,15.73310311,,
-30.18719458,-4.640285818,5.841602623,,11.14107334,,
24.98719093,1.28694679,0.46616907,,12.5256851,,
13.48695186,1.198343945,0.503471143,,12.62181178,,
14.12872586,-1.547918924,1.133044245,,12.77250319,,
34.98833621,-1.816414064,-2.16490153,,14.99408649,,
-40.53927489,-3.487093658,2.50836558,,9.440750349,,
38.33221506,-0.162841301,-0.353418712,,12.32989682,,
29.4265093,0.804664342,2.207818357,,14.03955807,,
6.919629357,-0.7581027,-0.428151716,,13.3275652,,
44.28949178,-0.810033,-2.74041006,,16.42375786,,
-47.56912508,-2.703988439,2.943337204,,10.02446956,,
38.33221506,-0.162841301,-2.371803865,,12.85524411,,
-53.40984639,-2.053348779,3.304731539,,6.228735063,,
-16.01672398,-0.23863537,4.977834232,,4.004189158,,
9.320015015,-1.021084828,0.425848446,,4.535771744,,
-27.59140267,-0.95329148,3.695295711,,1.323054303,,
15.03153987,-1.646829675,-0.930075768,,2.693902859,,
58.5030249,1.701141048,4.490760212,,8.274815063,,
35.35962675,0.160097279,-2.187875113,,10.98329623,,
-36.23194077,-1.982811485,2.241849499,,6.261772531,,
-21.08826083,-3.66281237,3.295903731,,3.526769196,,
51.75886014,-1.621496598,0.846538319,,8.34997829,,
11.72304573,-1.284356743,-0.72536286,,8.687285034,,
30.69654038,4.696439458,6.160152788,,10.88821057,,
24.98719093,-0.054553372,-0.204581011,,12.2981086,,
7.319510134,0.534172478,0.88319111,,11.80024876,,
6.439869247,-0.705541007,-0.398466583,,11.26421081,,
38.33221506,-0.162841301,1.66496644,,13.97101123,,
-57.68297847,-1.577334078,3.56913137,,6.805612262,,
26.76183837,-0.247892919,-0.313843343,,8.801234873,,
98.03016605,5.6266171,10.30102206,,17.72412799,,
32.39106088,0.482598864,2.027112577,,19.19082128,,
27.94573633,-1.048076514,-1.729141019,,20.06631278,,
22.77090338,-2.49474104,-1.408948492,,20.33677184,,
56.25267605,0.592465017,0.572615438,,23.92836226,,
13.27935948,-1.454863803,-0.821659695,,22.86346199,,
8.786367549,0.373915658,0.79287894,,21.45575254,,
18.34505448,-2.009852642,0.874097436,,21.14468274,,
92.53607853,2.121727192,4.490852267,,28.28382232,,
-29.75477902,-0.714286611,5.815244508,,22.47996218,,
-37.30958092,-3.846872336,2.308528429,,16.50100787,,
-8.023125186,0.878999807,4.490580268,,14.04859457,,
38.33221506,-0.162841301,-2.371803865,,16.47695662,,
11.72304573,-1.284356743,3.286942169,,16.00156553,,
11.72304573,0.053078267,0.61207215,,15.57371355,,
18.34505448,2.008540863,-1.135099317,,15.85084764,,
-2.337055028,-0.543831817,2.54423181,,14.03205737,,
42.79865753,-0.648070479,1.392712121,,16.90871739,,
41.68119519,-0.526670654,1.460827618,,19.38596517,,
-44.22443852,-3.076576962,2.736384893,,13.0249248,,
